[INFO],RECEIVER,2020-12-23 16:40:50,Connected to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:43:12,Connected to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:44:16,Connected to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:07,Connected to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:08,"Received confirmation from SENDER (127.0.0.1, 5586)"
[INFO],RECEIVER,2020-12-23 16:52:08,RSA key sent by RECEIVER to (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:09,IV sent by RECEIVER to (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:10,Parameters sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:10,"Received modified parameters from SENDER (127.0.0.1, 5586)"
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
[INFO],RECEIVER,2020-12-23 16:52:12,OT Content sent to SENDER (127.0.0.1 5586)
